Provincia,Alianza,Año elección,Cargo,Subcategoria Cargo,Posicion,Apellido,Nombres,Género
Corrientes,Compromiso Federal,2021,Diputados Nacionales,Suplentes,3,Lescano,Gisela Elizabeth,F
Corrientes,Compromiso Federal,2021,Senadores Nacionales,Titulares,1,Parthimos,Jorge Americo,M
Corrientes,Compromiso Federal,2021,Senadores Nacionales,Titulares,2,Toffaleti,Mirta Teresa,F
Corrientes,Compromiso Federal,2021,Senadores Nacionales,Suplentes,1,Soto,Miguel Angel,M
Corrientes,Compromiso Federal,2021,Senadores Nacionales,Suplentes,2,Silva,Maria Mercedes,F
Corrientes,Eco + Vamos Corrientes,2021,Diputados Nacionales,Titulares,1,Aguirre,Manuel Ignacio,M
Corrientes,Eco + Vamos Corrientes,2021,Diputados Nacionales,Titulares,2,Brambilla,Sofia,F
Corrientes,Eco + Vamos Corrientes,2021,Diputados Nacionales,Titulares,3,Gatti,Carlos Luis,M
Corrientes,Eco + Vamos Corrientes,2021,Diputados Nacionales,Suplentes,1,Romero,Jessica Natalia,F
Corrientes,Eco + Vamos Corrientes,2021,Diputados Nacionales,Suplentes,2,Herrera,Eduardo Federico,M
Corrientes,Eco + Vamos Corrientes,2021,Diputados Nacionales,Suplentes,3,Rachmanko,Marta Ines,F
Corrientes,Eco + Vamos Corrientes,2021,Senadores Nacionales,Titulares,1,Vischi,Eduardo Alejandro,M
Corrientes,Eco + Vamos Corrientes,2021,Senadores Nacionales,Titulares,2,Valenzuela,Mercedes Gabriela,F
Corrientes,Eco + Vamos Corrientes,2021,Senadores Nacionales,Suplentes,1,Gaya,Gustavo Adan,M
Corrientes,Eco + Vamos Corrientes,2021,Senadores Nacionales,Suplentes,2,Diaz,Rosalia Carolina,F
Entre Ríos,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Cresto,Enrique Tomas,M
Entre Ríos,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Gaillard,Ana Carolina,F
Entre Ríos,Frente De Todos,2021,Diputados Nacionales,Titulares,3,Ledesma,Tomas,M
Entre Ríos,Frente De Todos,2021,Diputados Nacionales,Titulares,4,Ulman Heffling,Brenda Jacqueline,F
Entre Ríos,Frente De Todos,2021,Diputados Nacionales,Titulares,5,Larrarte,Lucas,M
Entre Ríos,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Richardet,Maria Tatiana,F
Entre Ríos,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Schiavoni,Andrés,M
Entre Ríos,Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Albornoz,Melisa Verónica,F
Entre Ríos,Juntos Por Entre Rios,2021,Diputados Nacionales,Titulares,1,Frigerio,Rogelio,M
Entre Ríos,Juntos Por Entre Rios,2021,Diputados Nacionales,Titulares,2,Antola,Marcela,F
Entre Ríos,Juntos Por Entre Rios,2021,Diputados Nacionales,Titulares,3,Galimberti,Pedro Jorge,M
Entre Ríos,Juntos Por Entre Rios,2021,Diputados Nacionales,Titulares,4,Ballejos,Nancy Mariana,F
Entre Ríos,Juntos Por Entre Rios,2021,Diputados Nacionales,Titulares,5,Benedetti,Atilio Francisco Salvador,M
Entre Ríos,Juntos Por Entre Rios,2021,Diputados Nacionales,Suplentes,1,Salinas,Mariana,F
Entre Ríos,Juntos Por Entre Rios,2021,Diputados Nacionales,Suplentes,2,Davico,Mauricio German,M
Entre Ríos,Juntos Por Entre Rios,2021,Diputados Nacionales,Suplentes,3,Muller,Evangelina Ileana,F
Entre Ríos,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,1,Demarchi,Federico,M
Entre Ríos,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,2,Dalurzo,Micaela Jorgelina,F
Entre Ríos,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,3,Fazio,Juan Enrique,M
Entre Ríos,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,4,Nuñez,Marta Isabel,F
Entre Ríos,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,5,Arredondo,Jose Ramon,M
Entre Ríos,Movimiento Al Socialismo,2021,Diputados Nacionales,Suplentes,1,Silvestre,Amelia Celina,F
Entre Ríos,Movimiento Al Socialismo,2021,Diputados Nacionales,Suplentes,2,Escobar,Anibal Andres,M
Entre Ríos,Movimiento Al Socialismo,2021,Diputados Nacionales,Suplentes,3,Rode,Maria Silvina,F
Entre Ríos,Nueva Izquierda,2021,Diputados Nacionales,Titulares,1,Burgos,Nadia Gisel,F
Entre Ríos,Nueva Izquierda,2021,Diputados Nacionales,Titulares,2,Lemes,Jose Raul,M
Entre Ríos,Nueva Izquierda,2021,Diputados Nacionales,Titulares,3,Caceres Sforza,Sofia,F
Entre Ríos,Nueva Izquierda,2021,Diputados Nacionales,Titulares,4,Amarillo,Pablo Damian,M
Entre Ríos,Nueva Izquierda,2021,Diputados Nacionales,Titulares,5,Valdez,Marianela,F
Entre Ríos,Nueva Izquierda,2021,Diputados Nacionales,Suplentes,1,Geist,Gabriel Alfredo,M
Entre Ríos,Nueva Izquierda,2021,Diputados Nacionales,Suplentes,2,Almada,Ivana Grisel,F
Entre Ríos,Nueva Izquierda,2021,Diputados Nacionales,Suplentes,3,Brutti,Diego Cristhian,M
Entre Ríos,Partido Conservador Popular,2021,Diputados Nacionales,Titulares,1,Muller,Miriam Beatriz,F
Entre Ríos,Partido Conservador Popular,2021,Diputados Nacionales,Titulares,2,Iglesias,Sebastian Anibal,M
Entre Ríos,Partido Conservador Popular,2021,Diputados Nacionales,Titulares,3,Salinas,Gladys Liliana,F
Entre Ríos,Partido Conservador Popular,2021,Diputados Nacionales,Titulares,4,Mathe,Ricardo Rafael,M
Entre Ríos,Partido Conservador Popular,2021,Diputados Nacionales,Titulares,5,David,Mariela Del Lujan,F
Entre Ríos,Partido Conservador Popular,2021,Diputados Nacionales,Suplentes,1,Madrid Paez,Samuel Carlos,M
Entre Ríos,Partido Conservador Popular,2021,Diputados Nacionales,Suplentes,2,Godoy,Carina Andrea,F
Entre Ríos,Partido Conservador Popular,2021,Diputados Nacionales,Suplentes,3,Turano,Gabino Miguel,M
Entre Ríos,Partido Fe,2021,Diputados Nacionales,Titulares,1,Varisco,Lucia Frine,F
Entre Ríos,Partido Fe,2021,Diputados Nacionales,Titulares,2,Pross,Daniel Anibal,M
Entre Ríos,Partido Fe,2021,Diputados Nacionales,Titulares,3,Esnaola,Alejandra,F
Entre Ríos,Partido Fe,2021,Diputados Nacionales,Titulares,4,Altuna,Alexis Roman,M
Entre Ríos,Partido Fe,2021,Diputados Nacionales,Titulares,5,Calleros Arrecous,Julia Esther,F
Entre Ríos,Partido Fe,2021,Diputados Nacionales,Suplentes,1,Diaz,Luis Eduardo,M
Entre Ríos,Partido Fe,2021,Diputados Nacionales,Suplentes,2,Gomiero,Monica Patricia,F
Entre Ríos,Partido Fe,2021,Diputados Nacionales,Suplentes,3,Planes,Roberto Antonio,M
Entre Ríos,Partido Socialista,2021,Diputados Nacionales,Titulares,1,Rossi,Juan Manuel,M
Entre Ríos,Partido Socialista,2021,Diputados Nacionales,Titulares,2,Brafa,Graciela Beatriz,F
Entre Ríos,Partido Socialista,2021,Diputados Nacionales,Titulares,3,Baez,Dario Adolfo,M
Entre Ríos,Partido Socialista,2021,Diputados Nacionales,Titulares,4,Hernandez,Natalia Ivon,F
Entre Ríos,Partido Socialista,2021,Diputados Nacionales,Titulares,5,Barsotti,Franco,M
Entre Ríos,Partido Socialista,2021,Diputados Nacionales,Suplentes,1,Sanzberro,Maria Fernanda,F
Entre Ríos,Partido Socialista,2021,Diputados Nacionales,Suplentes,2,Maza,Carlos Luis,M
Entre Ríos,Partido Socialista,2021,Diputados Nacionales,Suplentes,3,Gan,Sofia Ariana,F
Entre Ríos,Frente De Todos,2019,Senadores Nacionales,Suplentes,1,Imaz,Mario Horacio,M
Entre Ríos,Frente De Todos,2019,Senadores Nacionales,Suplentes,2,Espinoza,Miriam Liliana,F
Entre Ríos,Frente De Todos,2019,Senadores Nacionales,Titulares,1,Kueider,Edgardo Dario,M
Entre Ríos,Frente De Todos,2019,Senadores Nacionales,Titulares,2,Cora,Stefania,F
Entre Ríos,Juntos Por El Cambio,2019,Senadores Nacionales,Suplentes,1,Vazon,Hector Mauro,M
Entre Ríos,Juntos Por El Cambio,2019,Senadores Nacionales,Suplentes,2,Romero,Maria Elena,F
Entre Ríos,Juntos Por El Cambio,2019,Senadores Nacionales,Titulares,1,De Angeli,Alfredo Luis,M
Entre Ríos,Juntos Por El Cambio,2019,Senadores Nacionales,Titulares,2,Olalla,Stella Maris Elisa,F
Entre Ríos,Nueva Izquierda,2019,Senadores Nacionales,Suplentes,1,Romero,Victor Dionisio,M
Entre Ríos,Nueva Izquierda,2019,Senadores Nacionales,Suplentes,2,Kramer,Rosa Graciela Noemi,F
Entre Ríos,Nueva Izquierda,2019,Senadores Nacionales,Titulares,1,Meiners,Luis Guillermo,M
Entre Ríos,Nueva Izquierda,2019,Senadores Nacionales,Titulares,2,Riquelme,Mirta Alejandra,F
Entre Ríos,Partido Socialista,2019,Senadores Nacionales,Suplentes,1,Baez,Oscar Luis,M
Entre Ríos,Partido Socialista,2019,Senadores Nacionales,Suplentes,2,Bidegaray,Luciana Valeria,F
Entre Ríos,Partido Socialista,2019,Senadores Nacionales,Titulares,1,Gamarra,Lisandro Luis,M
Entre Ríos,Partido Socialista,2019,Senadores Nacionales,Titulares,2,Feltes Silva,Patricia Daniela,F
Formosa,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Fernandez Patri,Gustavo Ramiro,M
Formosa,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Garcia,Elena Maria,F
Formosa,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Areco,Adrian Andres,M
Formosa,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Mirassou,Cristina Susana,F
Formosa,Juntos Por Formosa Libre,2021,Diputados Nacionales,Titulares,1,Carbajal,Fernando,M
Formosa,Juntos Por Formosa Libre,2021,Diputados Nacionales,Titulares,2,Maciel,Elida Emilia,F
Formosa,Juntos Por Formosa Libre,2021,Diputados Nacionales,Suplentes,1,Atanasio,Sergio Daniel,M
Formosa,Juntos Por Formosa Libre,2021,Diputados Nacionales,Suplentes,2,Ocampo,Victoria Remigia,F
Formosa,Partido Principios Y Conviccion,2021,Diputados Nacionales,Titulares,1,Gonzalez,Victor Daniel,M
Formosa,Partido Principios Y Conviccion,2021,Diputados Nacionales,Titulares,2,Almada,Marta,F
Formosa,Partido Principios Y Conviccion,2021,Diputados Nacionales,Suplentes,1,Gomez,Cristobal,M
Formosa,Partido Principios Y Conviccion,2021,Diputados Nacionales,Suplentes,2,Rolon,Florencia,F
Formosa,Obrero,2017,Senadores Nacionales,Titulares,1,Servin,Carlos,M
Formosa,Obrero,2017,Senadores Nacionales,Titulares,2,Vergara,Juliana,F
Formosa,Obrero,2017,Senadores Nacionales,Suplentes,1,Clapier,Lucas,M
Formosa,Obrero,2017,Senadores Nacionales,Suplentes,2,Cisneros,Alicia,F
Formosa,Frente De La Victoria,2017,Senadores Nacionales,Titulares,1,Mayans,Jose,M
Formosa,Frente De La Victoria,2017,Senadores Nacionales,Titulares,2,Gonzalez,Maria Teresa,F
Formosa,Frente De La Victoria,2017,Senadores Nacionales,Suplentes,1,Insfran,Gildo,M
Formosa,Frente De La Victoria,2017,Senadores Nacionales,Suplentes,2,Mirassou,Cristina ,F
Formosa,Frente Amplio Formoseño - Cambiemos,2017,Senadores Nacionales,Titulares,1,Naidenoff,Luis,M
Formosa,Frente Amplio Formoseño - Cambiemos,2017,Senadores Nacionales,Titulares,2,Piombino,Elena,F
Formosa,Frente Amplio Formoseño - Cambiemos,2017,Senadores Nacionales,Suplentes,1,Dos Santos,Diego,M
Formosa,Frente Amplio Formoseño - Cambiemos,2017,Senadores Nacionales,Suplentes,2,Aguayo,Nilda ,F
Jujuy,Cambia Jujuy,2021,Diputados Nacionales,Titulares,1,Bouhid,Gustavo Alfredo,M
Jujuy,Cambia Jujuy,2021,Diputados Nacionales,Titulares,2,Sarapura,Natalia Silvina,F
Jujuy,Cambia Jujuy,2021,Diputados Nacionales,Titulares,3,Santillan,Gaspar Alberto,M
Jujuy,Cambia Jujuy,2021,Diputados Nacionales,Suplentes,1,Machaca,Claudia Alejandra,F
Jujuy,Cambia Jujuy,2021,Diputados Nacionales,Suplentes,2,Toril,Jorge Daniel,M
Jujuy,Cambia Jujuy,2021,Diputados Nacionales,Suplentes,3,Guzman,María Agustina,F
Jujuy,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,1,Vilca,Alejandro Ariel,M
Jujuy,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,2,Morales,Natalia Andrea,F
Jujuy,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,3,Remy,Gaston Alejandro,M
Jujuy,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,1,Rivero,Betina Amelia,F
Jujuy,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,2,Lopez,Miguel Andres,M
Jujuy,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,3,Diaz,Ana Maria,F
Jujuy,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Chaher,Leila Susana,F
Jujuy,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Tecchi,Rodolfo Alejandro,M
Jujuy,Frente De Todos,2021,Diputados Nacionales,Titulares,3,Abregú,Mirna Graciela,F
Jujuy,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Soler,Juan Manuel,M
Jujuy,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Azcurra,Fernanda Elizabeth,F
Jujuy,Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Machaca,Ariel Adolfo,M
Jujuy,Movimiento Socialista De Los Trabajadores,2017,Senadores Nacionales,Titulares,1,Rivero,Betina Amelia,F
Jujuy,Movimiento Socialista De Los Trabajadores,2017,Senador Nacional,Titulares,2,Condori,Hugo,M
Jujuy,Movimiento Socialista De Los Trabajadores,2017,Senadores Nacionales,Suplentes,1,Ontiveros,Maria Alejandra,F
Jujuy,Movimiento Socialista De Los Trabajadores,2017,Senadores Nacionales,Suplentes,2,Hoyos,Jorge David,M
Jujuy,Miles,2017,Senadores Nacionales,Titulares,1,Castaño,Jose Ariel,M
Jujuy,Miles,2017,Senadores Nacionales,Titulares,2,Martinez,Maria Rosa,F
Jujuy,Miles,2017,Senadores Nacionales,Suplentes,1,Taborda,Jorge Anibal,M
Jujuy,Miles,2017,Senadores Nacionales,Suplentes,2,Fresco,Sonia Eddy,F
Jujuy,Frente Renovador 1Pais,2017,Senadores Nacionales,Titulares,1,Sadir,Nestor Ignacio,M
Jujuy,Frente Renovador 1Pais,2017,Senadores Nacionales,Titulares,2,Drazer,Adriana,F
Jujuy,Frente Renovador 1Pais,2017,Senadores Nacionales,Titulares,3,Acosta,Cesar,M
Jujuy,Frente Renovador 1Pais,2017,Senadores Nacionales,Suplentes,1,Polo,Carmen Rosa,F
Jujuy,Frente Renovador 1Pais,2017,Senadores Nacionales,Suplentes,2,Acuña,Jose Andres,M
Jujuy,Frente Renovador 1Pais,2017,Senadores Nacionales,Suplentes,3,Cisneros,Cintia Natalia,F
Jujuy,Frente Jujeño Cambiemos,2017,Senadores Nacionales,Titulares,1,Fiad,Mario,M
Jujuy,Frente Jujeño Cambiemos,2017,Senadores Nacionales,Titulares,2,Giacoppo,Silvia,F
Jujuy,Frente Jujeño Cambiemos,2017,Senadores Nacionales,Titulares,3,Morales,Hector,M
Jujuy,Frente Jujeño Cambiemos,2017,Senadores Nacionales,Suplentes,1,Marquez,Alicia,F
Jujuy,Frente Jujeño Cambiemos,2017,Senadores Nacionales,Suplentes,2,Rios,Sandra,F
Jujuy,Frente Jujeño Cambiemos,2017,Senadores Nacionales,Suplentes,3,García,Carlos,M
Jujuy,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Titulares,1,Remy,Gaston,M
Jujuy,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Titulares,2,Retambay,Maria Paula,F
Jujuy,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Titulares,3,Mamani,Julio Cesar,M
Jujuy,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Suplentes,1,Eguez,Silvio Norberto,M
Jujuy,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Suplentes,2,Colqui,Barbara,F
Jujuy,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Suplentes,3,Hernandez,Hector,M
Jujuy,Frente Justicialista,2017,Senadores Nacionales,Titulares,1,Snopek,Guillermo,M
Jujuy,Frente Justicialista,2017,Senadores Nacionales,Titulares,2,Perovic,Paola Raquel,F
Jujuy,Frente Justicialista,2017,Senadores Nacionales,Suplentes,1,Cardozo,Juan Miguel,M
Jujuy,Frente Justicialista,2017,Senadores Nacionales,Suplentes,2,Vilca,Maria Elisa,F
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Diputados Nacionales,Titulares,1,Gonzalez Cabiati,Luciano,M
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Diputados Nacionales,Titulares,2,Baleani,Julia,F
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Diputados Nacionales,Titulares,3,Mateos Montigel,Lucas,M
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Diputados Nacionales,Suplentes,1,Perez,Sandra Marisa,F
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Diputados Nacionales,Suplentes,2,Camilletti,Matias Roman,M
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Diputados Nacionales,Suplentes,3,Rios,Fiorela Antonela,F
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Senadores Nacionales,Titulares,1,Lupardo,Claudia Eugenia,F
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Senadores Nacionales,Titulares,2,Mrongowius,Gustavo Daniel,M
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Senadores Nacionales,Suplentes,1,D'Atri,Andrea Marina,F
La Pampa,Frente De Izquierda Y De Trabajadores -Unidad,2021,Senadores Nacionales,Suplentes,2,Pumilla,Juan Salvador,M
La Pampa,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Marin,Varinia Lis,F
La Pampa,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Rauschenberger,Ariel,M
La Pampa,Frente De Todos,2021,Diputados Nacionales,Titulares,3,Acedo,Vanesa Lujan Ofelia,F
La Pampa,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Gonzalez,Emanuel Sebastian,M
La Pampa,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Camon,Maria Sofia,F
La Pampa,Frente De Todos,2021,Diputados Nacionales,Suplentes,3,Arletti,Gabriel,M
La Pampa,Frente De Todos,2021,Senadores Nacionales,Titulares,1,Bensusan,Daniel Pablo,M
La Pampa,Frente De Todos,2021,Senadores Nacionales,Titulares,2,Alonso,Maria Luz,F
La Pampa,Frente De Todos,2021,Senadores Nacionales,Suplentes,1,Miguel,Marcos,M
La Pampa,Frente De Todos,2021,Senadores Nacionales,Suplentes,2,Delu,Melina Aida,F
La Pampa,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,1,Maquieyra,Martin,M
La Pampa,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,2,Coli,Marcela Ines,F
La Pampa,Juntos Por El Cambio,2021,Diputados Nacionales,Titulares,3,Traba,Matias Francisco,M
La Pampa,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,1,Zumel,Maria Florencia,F
La Pampa,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,2,Lazaric,Lucas Andres,M
La Pampa,Juntos Por El Cambio,2021,Diputados Nacionales,Suplentes,3,Ramis,Maria Evangelina,F
La Pampa,Juntos Por El Cambio,2021,Senadores Nacionales,Titulares,1,Kroneberger,Daniel Ricardo,M
La Pampa,Juntos Por El Cambio,2021,Senadores Nacionales,Titulares,2,Huala,Maria Victoria,F
La Pampa,Juntos Por El Cambio,2021,Senadores Nacionales,Suplentes,1,Gheller,Gustavo Alberto,M
La Pampa,Juntos Por El Cambio,2021,Senadores Nacionales,Suplentes,2,Alvarez,Marina Elisabet,F
La Pampa,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,1,Pilcic,Ayelen,F
La Pampa,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,2,Bustamante,Cristian Santiago,M
La Pampa,Movimiento Al Socialismo,2021,Diputados Nacionales,Titulares,3,Graziano,Marina Alicia,F
La Pampa,Movimiento Al Socialismo,2021,Diputados Nacionales,Suplentes,1,Casenave,Franco Dario,M
La Pampa,Movimiento Al Socialismo,2021,Diputados Nacionales,Suplentes,2,Garcia Martinez,Pilar,F
La Pampa,Movimiento Al Socialismo,2021,Senadores Nacionales,Titulares,1,Perez Garcia,Maite,F
La Pampa,Movimiento Al Socialismo,2021,Senadores Nacionales,Titulares,2,Balmaceda,Victor Andres,M
La Pampa,Movimiento Al Socialismo,2021,Senadores Nacionales,Suplentes,1,Garcia,Aurelia Marcela,F
La Pampa,Partido Socialista,2021,Diputados Nacionales,Titulares,1,Vanini,Marina Jacoba,F
La Pampa,Partido Socialista,2021,Diputados Nacionales,Titulares,2,Toselli,Ariel Alberto,M
La Pampa,Partido Socialista,2021,Diputados Nacionales,Titulares,3,Neimann,Norma Noemi,F
La Pampa,Partido Socialista,2021,Diputados Nacionales,Suplentes,1,Rambaldi Ferrero,Dante,M
La Pampa,Partido Socialista,2021,Diputados Nacionales,Suplentes,2,Quintero Martin,Marianela Soledad,F
La Pampa,Partido Socialista,2021,Diputados Nacionales,Suplentes,3,Salvadori,Pablo Damian,M
La Pampa,Partido Socialista,2021,Senadores Nacionales,Titulares,1,Solana,Luis Hernan,M
La Pampa,Partido Socialista,2021,Senadores Nacionales,Titulares,2,Somoza,Hilda Graciela,F
La Pampa,Partido Socialista,2021,Senadores Nacionales,Suplentes,1,Perez,Carlos Javier,M
La Pampa,Partido Socialista,2021,Senadores Nacionales,Suplentes,2,Ascarate,Gisela,F
La Rioja,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,1,Gonzalez,Maria Jose,F
La Rioja,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Titulares,2,Angel,Martin Abelardo,M
La Rioja,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,1,Calderon Torres,Isabel Guadalupe,F
La Rioja,Frente De Izquierda Y De Trabajadores - Unidad,2021,Diputados Nacionales,Suplentes,2,Pavon,Horacio,M
La Rioja,Frente De Todos,2021,Diputados Nacionales,Titulares,1,Pedrali,Gabriela,F
La Rioja,Frente De Todos,2021,Diputados Nacionales,Titulares,2,Herrera,Jorge Ricardo,M
La Rioja,Frente De Todos,2021,Diputados Nacionales,Suplentes,1,Allegri,Claudia Andrea,F
La Rioja,Frente De Todos,2021,Diputados Nacionales,Suplentes,2,Salomon,Jorge Hernan,M
La Rioja,Ucede - Union Del Centro Democratico,2021,Diputados Nacionales,Titulares,1,Corzo,Cristian Oscar,M
La Rioja,Ucede - Union Del Centro Democratico,2021,Diputados Nacionales,Titulares,2,Rizzo,Susana Del Carmen,F
La Rioja,Ucede - Union Del Centro Democratico,2021,Diputados Nacionales,Suplentes,1,Villalon,Marcos Fabian,M
La Rioja,Ucede - Union Del Centro Democratico,2021,Diputados Nacionales,Suplentes,2,Medina,Rossana Marina,F
La Rioja,Unidos,2021,Diputados Nacionales,Titulares,1,Avilar,Cristian Marcelo,M
La Rioja,Unidos,2021,Diputados Nacionales,Titulares,2,Perez,Maria Eugenia,F
La Rioja,Unidos,2021,Diputados Nacionales,Suplentes,1,Menem,Carlos Alberto,M
La Rioja,Unidos,2021,Diputados Nacionales,Suplentes,2,Aguilar,Claudia Beatriz,F
La Rioja,Vamos La Rioja - Cambia La Rioja,2021,Diputados Nacionales,Titulares,1,Amado Filippes,Juan Nicolas,M
La Rioja,Vamos La Rioja - Cambia La Rioja,2021,Diputados Nacionales,Titulares,2,De Leon,Luciana,F
La Rioja,Vamos La Rioja - Cambia La Rioja,2021,Diputados Nacionales,Suplentes,1,Abrego,Maximino,M
La Rioja,Vamos La Rioja - Cambia La Rioja,2021,Diputados Nacionales,Suplentes,2,Fernandez,Silvia Beatriz,F
La Rioja,Movimiento Norte Grande,2017,Senadores Nacionales,Titulares,1,Luna,Mirtha,F
La Rioja,Movimiento Norte Grande,2017,Senadores Nacionales,Titulares,2,Brond,Elena,F
La Rioja,Movimiento Norte Grande,2017,Senadores Nacionales,Suplentes,1,Gonzalez,Adriana,F
La Rioja,Frente Justicialista,2017,Senadores Nacionales,Titulares,1,Menem,Carlos Saul,M
La Rioja,Frente Justicialista,2017,Senadores Nacionales,Titulares,2,Lopez,Maria Florencia,F
La Rioja,Frente Justicialista,2017,Senadores Nacionales,Suplentes,1,Guerra,Ricardo,M
La Rioja,Frente Justicialista,2017,Senadores Nacionales,Suplentes,2,Lucero,Ilda Amalia,F
La Rioja,Cambiemos Fuerza Civica Riojana,2017,Senadores Nacional,Titulares,1,Martinez,Julio Cesar,M
La Rioja,Cambiemos Fuerza Civica Riojana,2017,Senadores Nacionales,Titulares,2,Brizuela Y Doria,Ines,F
La Rioja,Cambiemos Fuerza Civica Riojana,2017,Senadores Nacionales,Suplentes,1,Rivero,Jose Maria,M
La Rioja,Cambiemos Fuerza Civica Riojana,2017,Senadores Nacionales,Suplentes,2,Vega,Maria Clara,F
La Rioja,Alternativa Popular Riojana,2017,Senadores Nacionales,Titulares,1,De Leonardi,Rogelio,M
La Rioja,Alternativa Popular Riojana,2017,Senadores Nacionales,Titulares,2,Pes,Maria Emilia,F
La Rioja,Alternativa Popular Riojana,2017,Senadores Nacionales,Suplentes,1,Monardez,Claudia,F
La Rioja,Alternativa Popular Riojana,2017,Senadores Nacionales,Suplentes,2,Avila Jaimes,Fernanda ,F
La Rioja,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Titulares,1,Pavon,Horacio,M
La Rioja,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Titulares,2,Baigorria,Claudia,F
La Rioja,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Suplentes,1,Millicay,Carolina,F
La Rioja,Frente De Izquierda Y De Los Trabajadores,2017,Senadores Nacionales,Suplentes,2,Carrizo,Pedro Jose,M
La Rioja,Izquierda Al Frente Por El Socialismo,2017,Senadores Nacionales,Titulares,1,Abellay,Nicolas,M
La Rioja,Izquierda Al Frente Por El Socialismo,2017,Senadores Nacionales,Titulares,2,Medina,Mirna Del Valle,F
La Rioja,Izquierda Al Frente Por El Socialismo,2017,Senadores Nacionales,Suplentes,1,Vedia,Anastacio,M
La Rioja,Izquierda Al Frente Por El Socialismo,2017,Senadores Nacionales,Suplentes,2,Diaz,Karina,F
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Diputados Nacionales,Titulares,1,Cobos,Julio Cesar Cleto,M
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Diputados Nacionales,Titulares,2,Verasay,Pamela Fernanda,F
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Diputados Nacionales,Titulares,3,Martinez,Alvaro Fernando,M
Mendoza,Cambia Mendoza - Distrito Mendoza,2021,Diputados Nacionales,Titulares,4,Maggioni,Cynthia Barbara,F
